6317637,52
6317637,70
6317637,42
6304287,70
6300002,116
6300002,8
6300002,49
6300002,64
6318506,70
6318506,129
6314302,70
6314302,76
18189371,34
6300781,8
6300781,47
6301290,116
6301290,49
6301290,8
6301290,47
6300010,47
6300010,8
6300010,64
6314987,49
6309903,49
6309903,86
6309455,3
6309455,63
6309455,42
6318433,49
6318433,86
6310470,49
6314605,76
18185059,27
18185059,3
18185059,69
18185059,49
18182702,69
18182702,106
6318213,49
18255654,27
18255654,76
18255654,42
6308205,27
6308205,14
6308205,3
6308205,69
6315438,116
6315438,3
6315438,85
6315438,70
6310406,3
6310406,8
6310406,69
6310406,116
6600681,48
6600681,52
6601005,27
6600292,14
6600441,21
6600970,106
6600379,70
6600214,5
6601218,70
6600060,21
6600060,27
6600083,69
6601515,106
6601361,15
6601361,21
6601602,86
6601602,58
6601589,66
6601862,105
6601862,77
6601595,3
6601595,58
6601158,116
6600427,66
6600116,69
6601457,3
6601457,25
7303219,116
7303219,15
7303219,21
7304307,42
7304307,27
7301215,71
7301215,61
7300596,18
7300596,15
7300596,48
7300612,78
7300704,25
7300955,21
7300955,15
7300521,21
7300521,61
7300521,71
7300521,106
7300515,21
7300515,15
7300483,21
7301064,21
7304312,69
7300004,70
7300868,14
7300868,114
7300868,21
7302637,21
7302140,21
7302140,116
7305048,15
7305048,21
7302898,21
7302859,21
7302859,15
7301700,21
7301700,15
6706313,69
6706313,106
6704326,126
6704326,13
6711179,64
6702797,21
6700475,18
6700475,66
6713413,52
6713413,21
6713413,18
6714340,21
6714340,58
6710645,21
6700402,52
6700846,129
6700846,70
6702159,13
6702159,58
6702159,21
6711666,129
6701257,56
6701257,25
6706211,21
6706211,69
6705858,69
6701419,21
6701419,88
6703956,21
6709580,21
6709580,97
6703176,21
6703176,15
6703176,18
6713772,78
6713772,5
17284404,13
17284404,25
17284404,116
17284203,3
17284203,13
17284105,143
17284302,86
17284397,35
17284397,114
17284211,143
17284094,48
17284409,8
17284409,34
17284409,139
17284139,106
17284139,15
17284139,114
17284403,126
17284403,131
17284403,15
17284145,34
17284145,116
17284145,139
17284150,34
17284158,143
17284175,3
17284175,25
17284175,114
17284179,3
17284179,126
17284197,70
17284197,126
17284197,129
17284241,70
17284241,126
17284241,129
17284390,116
17284390,131
17284390,15
17284279,69
17284279,106
17284364,3
17284364,22
17284364,44
16611114,15
16611114,126
17293281,3
17293281,122
17293281,123
17293301,122
17293409,86
17293163,70
17293163,76
17293228,22
17293228,25
17293228,114
17293880,22
17293880,114
17293169,3
17293169,25
17293169,114
17293186,3
17293186,69
17293186,106
17293180,3
17293180,69
17293180,106
17293205,3
17293229,66
17293229,122
17293229,139
17293897,114
17293273,69
17293870,8
17293870,70
17293870,129
17293877,86
17293877,124
17293890,66
17293890,122
17293915,15
17293422,69
17293422,106
17293422,114
17293873,25
17293873,15
17294014,42
17294014,77
17294014,6
17294556,34
17294556,126
17294607,3
17294607,31
17294607,116
17294279,66
17294279,131
17294279,139
17294300,42
17294300,114
17294300,122
17295215,3
17295215,25
17295028,22
17295028,52
17294642,13
17295109,3
17294441,42
17294441,69
17294441,106
17294552,69
17294552,106
17294552,114
17294565,86
17294623,15
17294623,114
17294623,116
17294712,86
17294712,123
17294712,129
17295033,126
17295069,64
17294261,54
17295115,140
17294836,25
17294836,116
17294850,135
17294883,86
16608864,90
16604911,106
16604911,15
17303465,3
17303465,15
17303642,69
17303642,106
17303670,22
17303670,114
17303545,3
17303545,116
17303545,126
17303655,47
17303655,124
17304691,77
17304691,126
17303478,3
17303478,25
17303478,114
17303480,3
17303480,15
17304733,3
17304733,25
17303646,106
17304929,3
17304929,25
17303684,106
17303772,86
17305123,69
17305123,116
17305123,139
17303787,129
17303787,135
17303990,70
17303990,129
17303990,133
17304741,22
17304726,21
17304486,3
17304486,13
17304486,126
17304533,3
17316233,3
17316233,85
17316233,116
17315883,69
17315883,106
17315995,86
17316018,3
17316018,22
17316018,25
17316038,3
17316038,13
17316038,25
17316771,64
17316201,34
17316201,129
17316201,135
17316208,34
17316389,3
17316389,69
17316389,106
17316278,64
17316744,25
17316751,3
17316751,22
17316751,25
17316766,22
17316766,44
17316743,3
17316743,66
17316743,129
17316374,106
17316381,66
17316802,3
17316802,22
17316416,85
17316416,131
17316416,139
17316449,13
17316603,106
17316603,114
16659169,70
16659169,129
17558684,3
17558684,22
17558684,42
18366580,8
18366580,70
17330755,8
17330755,140
17330611,3
17330611,116
17330611,28
17330609,3
17330024,25
17330024,15
17330024,122
17330074,106
17330074,15
17330185,70
17330185,126
17330397,22
17330397,44
17330397,122
17330735,70
17330735,126
17330735,129
17330676,70
17330676,129
17330676,135
17330048,116
17330048,126
17330048,139
17330604,126
17330087,34
17330137,13
17330137,122
17330155,69
17330155,106
17330309,106
17330311,3
17330311,131
17330615,8
17330615,34
17330638,3
17330628,69
17330628,85
17330628,106
17330546,3
17330546,116
17330546,126
16643459,34
16643459,29
17334434,3
17334434,13
17334434,122
17334348,42
17334348,114
17334213,13
17334355,86
17334355,134
17334212,13
17334212,22
17334212,122
17333797,3
17334217,70
17334217,129
17334273,86
17334254,69
17333836,3
17333836,25
17334197,48
17333882,86
17334211,3
17334211,70
17334211,129
17334390,70
17334034,135
17334414,42
17334414,114
17334082,13
17334364,3
17334364,44
17334364,122
17334398,3
17334398,13
17334398,122
17334219,69
17334219,106
17335173,64
17335173,85
17335173,87
17335195,129
17335195,133
17335225,25
17335225,106
17335219,3
17335219,22
17335219,57
17334965,69
17335189,3
17335189,22
17335156,8
17334717,48
17334752,3
17334752,52
18453427,3
18453427,15
18453427,13
17793744,86
17334679,86
17334718,34
17334763,135
17335158,3
17334782,3
17334846,86
17334853,3
17335168,70
17335168,129
17334958,3
17334958,13
17334958,126
17258496,13
17258496,25
17258496,42
17259395,3
17259395,35
17258350,13
17258350,31
17258350,28
17258136,8
17258136,129
17258136,135
17258522,8
17258522,34
17259958,77
17259958,86
17258036,69
17258036,106
17259368,34
17259368,106
17257684,8
17257684,139
17257684,140
17257684,24
17258154,3
17258154,106
17258154,15
17259340,52
17259243,70
17259243,129
17259625,25
17259625,42
17259625,139
17259169,3
17259169,69
17259166,34
17259335,22
17259335,86
17259335,123
17259248,3
17259248,13
17258552,3
17258552,22
17259550,77
17259200,116
17259200,129
16615894,35
16615894,132
16615894,90
17342816,22
17342498,116
17342648,86
17342781,3
17342781,13
17342781,116
17342799,69
17342772,3
17342772,25
17342772,114
17342771,86
17342548,42
17342548,106
17342548,63
17342556,3
17342556,25
17342811,70
17342811,126
17342811,129
17342576,3
17342576,25
17342770,66
17342770,106
17342585,86
